"","Kingdom","Phylum","Class","Order","Family","Genus"
"ESV_9061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","KF-JG30-B3","Family KF-JG30-B3"
"ESV_9063","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_9064","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_9065","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aureimonas"
"ESV_907","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"ESV_9070","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV_9071","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","Family 67-14"
"ESV_9072","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Family Opitutaceae"
"ESV_9073","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Family Fimbriimonadaceae"
"ESV_908","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"ESV_9087","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Family Chitinophagaceae"
"ESV_91","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Nostoc_PCC-73102"
"ESV_910","Bacteria","Chloroflexi","Chloroflexia","Thermobaculales","Thermobaculaceae","Thermobaculum"
"ESV_9107","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_911","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Undibacterium"
"ESV_9112","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ESV_912","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Family Microscillaceae"
"ESV_913","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"ESV_9148","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_9149","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_915","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_9154","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Family Caulobacteraceae"
"ESV_9156","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","Family JG30-KF-CM45"
"ESV_9158","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Family Reyranellaceae"
"ESV_9159","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CE595"
"ESV_916","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV_9160","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168"
"ESV_9161","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_9162","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ESV_9163","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_9164","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","Order IMCC26256","Order IMCC26256"
"ESV_9165","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Herpetosiphonaceae","Herpetosiphon"
"ESV_917","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oxalicibacterium"
"ESV_9171","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"ESV_918","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Scytonema_UTEX_2349"
"ESV_92","Bacteria","Cyanobacteria","Oxyphotobacteria","Oxyphotobacteria_Incertae_Sedis","Unknown_Family","Leptolyngbya_ANT.L67.1"
"ESV_9201","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ESV_9204","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_9205","Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria","Kingdom Bacteria"
"ESV_9207","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_9211","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Family Gemmatimonadaceae"
"ESV_9212","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter"
"ESV_922","Bacteria","Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria","Phylum Proteobacteria"
"ESV_923","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","Blastocatella"
"ESV_924","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"ESV_925","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Silvanigrella"
"ESV_9264","Bacteria","BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1","Phylum BRC1"
"ESV_9265","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ESV_9273","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"ESV_9275","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Family Pedosphaeraceae"
"ESV_9278","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_9279","Bacteria","Acidobacteria","Subgroup_6","Class Subgroup_6","Class Subgroup_6","Class Subgroup_6"
"ESV_9281","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ESV_9283","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas"
"ESV_9284","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_9285","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)"
"ESV_929","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_9291","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter"
"ESV_9292","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Family Parachlamydiaceae"
"ESV_9295","Bacteria","Bacteroidetes","Rhodothermia","Rhodothermales","Rhodothermaceae","Family Rhodothermaceae"
"ESV_93","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ESV_930","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Nostoc_PCC-73102"
"ESV_9300","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)","Order Absconditabacteriales_(SR1)"
"ESV_9301","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ESV_9302","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"ESV_9303","Bacteria","Patescibacteria","Parcubacteria","Class Parcubacteria","Class Parcubacteria","Class Parcubacteria"
"ESV_9304","Bacteria","Proteobacteria","Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria"
"ESV_932","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Candidatus_Turbabacter"
"ESV_9331","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flaviaesturariibacter"
"ESV_9335","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","Family 67-14"
"ESV_9337","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","Family BIrii41"
"ESV_9339","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"ESV_934","Bacteria","Firmicutes","Phylum Firmicutes","Phylum Firmicutes","Phylum Firmicutes","Phylum Firmicutes"
"ESV_9340","Bacteria","WPS-2","Phylum WPS-2","Phylum WPS-2","Phylum WPS-2","Phylum WPS-2"
"ESV_9345","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Order Saccharimonadales","Order Saccharimonadales"
"ESV_935","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Family Gemmatimonadaceae"
"ESV_9350","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","BIrii41","Family BIrii41"
"ESV_9351","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ESV_9352","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_936","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","Family env.OPS_17"
"ESV_937","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Family Polyangiaceae"
"ESV_938","Bacteria","Planctomycetes","vadinHA49","Class vadinHA49","Class vadinHA49","Class vadinHA49"
"ESV_9388","Bacteria","Acidobacteria","Holophagae","Subgroup_7","Order Subgroup_7","Order Subgroup_7"
"ESV_939","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Family Verrucomicrobiaceae"
"ESV_9396","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_9399","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_94","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","Order Obscuribacterales","Order Obscuribacterales"
"ESV_940","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Candidatus_Accumulibacter"
"ESV_9403","Bacteria","Chloroflexi","Ktedonobacteria","C0119","Order C0119","Order C0119"
"ESV_9404","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Silvanigrella"
"ESV_9407","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Order Frankiales","Order Frankiales"
"ESV_9410","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","Order Candidatus_Moranbacteria","Order Candidatus_Moranbacteria"
"ESV_9419","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)","Order SAR324_clade(Marine_group_B)"
"ESV_9420","Bacteria","Proteobacteria","Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria","Class Deltaproteobacteria"
"ESV_943","Bacteria","Cyanobacteria","Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia","Class Sericytochromatia"
"ESV_9431","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Family Anaerolineaceae"
"ESV_9437","Bacteria","Actinobacteria","Nitriliruptoria","Euzebyales","Euzebyaceae","Family Euzebyaceae"
"ESV_944","Bacteria","Elusimicrobia","Lineage_IIb","Class Lineage_IIb","Class Lineage_IIb","Class Lineage_IIb"
"ESV_9452","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","Family env.OPS_17"
"ESV_9453","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Family Rhodobacteraceae"
"ESV_9458","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_9459","Bacteria","Planctomycetes","vadinHA49","Class vadinHA49","Class vadinHA49","Class vadinHA49"
"ESV_946","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ESV_9462","Bacteria","FBP","Phylum FBP","Phylum FBP","Phylum FBP","Phylum FBP"
"ESV_9467","Bacteria","Patescibacteria","Phylum Patescibacteria","Phylum Patescibacteria","Phylum Patescibacteria","Phylum Patescibacteria"
"ESV_9472","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Variovorax"
"ESV_948","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Polaromonas"
"ESV_951","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Order Cytophagales","Order Cytophagales"
"ESV_9516","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Family Polyangiaceae"
"ESV_9517","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmata"
"ESV_952","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Paludibaculum"
"ESV_9520","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","Family 67-14"
"ESV_9524","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_9525","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_9526","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"ESV_9527","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Order Cytophagales","Order Cytophagales"
"ESV_953","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus_Nitrocosmicus"
"ESV_9531","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_9535","Bacteria","Proteobacteria","Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria"
"ESV_9536","Bacteria","Proteobacteria","Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria","Class Alphaproteobacteria"
"ESV_954","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"ESV_955","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Order Myxococcales","Order Myxococcales"
"ESV_956","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","Family A4b"
"ESV_9568","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadaceae","Chthonomonas"
"ESV_9569","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Lysinimonas"
"ESV_957","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","Scytonema_UTEX_2349"
"ESV_9573","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Geminicoccus"
"ESV_9579","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_958","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","AKYH767","Family AKYH767"
"ESV_9580","Bacteria","Bacteroidetes","Bacteroidia","Class Bacteroidia","Class Bacteroidia","Class Bacteroidia"
"ESV_9581","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Plot4-2H12"
"ESV_959","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Polymorphobacter"
"ESV_9590","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"ESV_9591","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"ESV_9592","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","SC-I-84","Family SC-I-84"
"ESV_96","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"ESV_960","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"ESV_961","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Galbitalea"
"ESV_964","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Family Micropepsaceae"
"ESV_9640","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","Family Cyclobacteriaceae"
"ESV_9641","","Kingdom ","Kingdom ","Kingdom ","Kingdom ","Kingdom "
"ESV_9642","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_9644","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Family Microscillaceae"
"ESV_9645","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Family Gemmataceae"
"ESV_965","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"ESV_9651","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ESV_9654","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","env.OPS_17","Family env.OPS_17"
"ESV_9656","Bacteria","Armatimonadetes","Phylum Armatimonadetes","Phylum Armatimonadetes","Phylum Armatimonadetes","Phylum Armatimonadetes"
"ESV_9657","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Family Oligoflexaceae"
"ESV_9658","Bacteria","Chloroflexi","JG30-KF-CM66","Class JG30-KF-CM66","Class JG30-KF-CM66","Class JG30-KF-CM66"
"ESV_9659","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Family Rhizobiales_Incertae_Sedis"
"ESV_9660","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Nannocystis"
"ESV_9661","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ESV_967","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Family Gemmatimonadaceae"
"ESV_969","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Family Pirellulaceae"
"ESV_97","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Saprospiraceae","Family Saprospiraceae"
"ESV_970","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"ESV_9703","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Family Burkholderiaceae"
"ESV_9704","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Family Burkholderiaceae"
"ESV_971","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Order Rhizobiales","Order Rhizobiales"
"ESV_9716","Bacteria","Chloroflexi","TK10","Class TK10","Class TK10","Class TK10"
"ESV_9717","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ESV_972","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"ESV_973","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","Family 67-14"
"ESV_974","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Spirosoma"
"ESV_975","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinibacter"
"ESV_976","Bacteria","Chloroflexi","TK10","Class TK10","Class TK10","Class TK10"
"ESV_9763","Bacteria","Armatimonadetes","Phylum Armatimonadetes","Phylum Armatimonadetes","Phylum Armatimonadetes","Phylum Armatimonadetes"
"ESV_9764","Bacteria","Acidobacteria","Holophagae","Subgroup_7","Order Subgroup_7","Order Subgroup_7"
"ESV_9765","Bacteria","Chloroflexi","Ktedonobacteria","C0119","Order C0119","Order C0119"
"ESV_977","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Order Chitinophagales","Order Chitinophagales"
"ESV_9770","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera"
"ESV_9771","Bacteria","Planctomycetes","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ESV_9772","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Family Caulobacteraceae"
"ESV_9773","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101_soil_group","Family WD2101_soil_group"
"ESV_9775","Bacteria","Actinobacteria","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
